"Winner","diff_distance_att","diff_close_att","diff_ground_att","diff_distance_def","diff_close_def","diff_ground_def","diff_head_att_pct","diff_head_att","diff_body_att_pct","diff_body_att","diff_leg_att_pct","diff_leg_att","diff_KD","diff_PASS","diff_REV","diff_TD_pct","diff_KD_def","diff_PASS_def","diff_REV_def","diff_TD_pct_def"
"Blue",0.145744586044025,-0.0744288872512897,0.113122171945701,-0.0025464731347084,-0.053763440860215,-0.191176470588235,0.00600639767157707,0.265759637188209,-0.0583135408229108,-0.0565656565656566,0.0523071431513338,-0.153817642698295,-0.125,0.767857142857143,0,0.175357142857143,0.0178571428571428,0.607142857142857,0.142857142857143,-0.0475
"Blue",0.185733673007786,0.148463356973995,0.0694962686567167,-0.04092542907759,0.143221781055019,-0.123076923076923,-0.161332646761914,0.176649305555556,0.0932427990003986,0.19659793814433,0.0680898477615153,0.130921619293712,0,1.79166666666667,0.0416666666666667,0.6725,0.0416666666666667,0.333333333333333,0.0416666666666667,0.215833333333333
"Red",-0.154700854700855,0.178571428571429,0.380952380952381,-0.148247978436658,-0.4,0.606060606060606,-0.185360274494853,-0.191994069681245,0.17582920320244,-0.317073170731707,0.00953107129241327,-0.3,0.666666666666667,0.333333333333333,0,0,0,3.66666666666667,0.333333333333333,0.31
"Red",0.0767433959058863,0.0617647058823529,0.657142857142857,0.0585647206714238,0.0196581196581196,-0.166666666666667,0.0419473361910594,0.125074272133096,0.0175082113232756,0.113394216133942,-0.059455547514335,0.143050847457627,0,0.25,-1,0.2,0,-2.75,0,-0.0675
"Blue",0.074786211292293,-0.0811965811965811,0.241071428571429,0.0782494457673043,0.108333333333333,-0.666666666666667,-0.0308181044082007,0.0534508627156791,0.109271631623764,0.162538699690402,-0.078453527215563,0.0963855421686749,1,0.333333333333333,0,-0.5,0,-0.166666666666667,-0.166666666666667,-0.055
"Red",-0.027212944535779,-0.124798711755233,0.25,0.0609523809523809,-0.0333333333333333,-0.216475095785441,-0.00192817191639671,-0.0820797984838764,-0.0210921401236385,0.196969696969697,0.0230203120400353,-0.0595238095238094,-0.25,-0.166666666666667,0,-0.2925,0,2,0.666666666666667,0.208333333333333
"Blue",0.0352389594676347,-0.0941956882255391,0.041060291060291,0.114479036906628,0.0450603318250379,-0.221543162719633,0.00516543202452213,0.0470166452284699,-0.00531519659346319,-0.0206542683322867,0.000149764568941148,0.0576416337285902,-0.492307692307692,0.548717948717949,0.456410256410256,0.0032307692307692,-0.241025641025641,0.994871794871795,0.0564102564102564,0.200717948717949
"Red",-0.149607814286199,0.375,0.0448051948051947,0.163547493441372,0,-0.574561403508772,0.0709970961380189,-0.083951546282134,-0.0383868813764616,0.0538817480719794,-0.0326102147615572,-0.151260504201681,-0.4,0,0,1,-0.2,-0.133333333333333,0,-0.078
"Red",0.0577245200360778,0.107692307692308,-0.0864754098360654,0.113636363636364,-0.024364406779661,-0.00191815856777489,-0.0952823153658913,0.162835926449788,0.151886088950797,0.00176263219741479,-0.0566037735849057,-0.851851851851852,0.833333333333333,-1.08333333333333,0,0.226666666666667,-0.25,-0.333333333333333,-0.416666666666667,0.0508333333333333
"Blue",0.0101057653077237,-0.0261627906976744,0.196078431372549,0.191383616383616,0.3125,0.0409090909090906,-0.0263711231820571,-0.00869431237893997,0.115231294900999,-0.0579710144927535,-0.0888601717189417,0.25974025974026,0,-1.11111111111111,-0.444444444444444,-0.313333333333333,0,4.33333333333333,-0.111111111111111,0.188888888888889
"Red",0.13209945856646,0.0580706210468648,-0.067037037037037,0.0187035407713219,-0.227277508941721,-0.308980213089802,-0.167365202475949,0.0521541950113379,0.129719674182349,-0.0169424743892828,0.0376455282936005,0.0482319468906652,0.25,-2.275,-0.275,-0.0275,0,-0.9,-0.4,0.0500000000000001
"Red",0.057235072619688,-0.2,-0.161561561561562,-0.0313817330210773,-0.208333333333333,0.25,0.0603926878808394,-0.00904010519395132,0.0335086714233634,-0.179726368159204,-0.0939013593042029,0.345116279069768,-0.1,0.3,0.2,0.168,0.4,0.4,0.2,0.35
"Red",0.0276372129233166,0.146730462519936,-0.00840336134453779,-0.0690587138863002,0.0190476190476192,0.0555555555555555,0.0601152789059632,0.0529087568891611,-0.010370650613671,0.00292682926829291,-0.0497446282922921,0.321377331420373,0.133333333333333,0.0666666666666667,-0.0333333333333334,-0.125333333333333,-0.0333333333333334,-0.833333333333333,0,-0.142333333333333
"Blue",-0.0677143155476664,-0.305555555555556,-0.0393990929705215,-0.136761904761905,0,-0.192411924119241,0.0108339176260377,-0.0665034965034965,-0.066383190464343,-0.0800000000000001,0.0555492728383055,-0.227272727272727,-1,-1,0.333333333333333,0.331666666666667,0,0,0.333333333333333,0
"Red",-0.136363636363636,0,0,0.402941176470588,0,0.153225806451613,0.0303030303030303,-0.145833333333333,-0.0303030303030303,0,0,0,0,0,0,0,0,-2,0,0.5
"Blue",0.114583645496437,-0.155854906682721,-0.066933066933067,-0.120559038662487,-0.077685846017811,-0.0385739333722969,-0.114580601358125,-0.0621047050357897,0.133344800533168,-0.0522345723110541,-0.0187641991750428,0.142105263157895,0.409722222222222,-0.722222222222222,-0.125,-0.0136805555555556,0.159722222222222,-2.02777777777778,-0.125,-0.209791666666667
"Red",0.132464893138545,-1.11022302462516e-16,0.0694444444444445,0.0131560708209943,-0.291666666666667,0.102608695652174,-0.0741434473332712,0.0850359004416906,-0.00256266890317769,-0.102102102102102,0.0767061162364489,-0.118037135278514,0.380952380952381,-0.380952380952381,-0.285714285714286,0.17047619047619,-0.285714285714286,0.19047619047619,0,0.232857142857143
"Blue",-0.167610114557974,-0.29297392841361,0.0925589836660616,0.0808793275730325,-0.0150987224157958,-0.0628192032686413,0.0313107690838241,-0.135129205800549,-0.0667898402673205,-0.17718986216096,0.0354790711834963,-0.297146401985112,-0.103174603174603,0.412698412698413,0.174603174603175,-0.0857142857142857,0.373015873015873,-0.357142857142857,-0.0555555555555556,-0.249047619047619
"Blue",-0.153682039893723,-0.0885308385308385,-0.10672514619883,0.0236394887188922,0.0957156358290453,0.0813397129186605,0.130046789217319,-0.13374822045963,-0.0959208345252697,-0.0841459010473096,-0.0341259546920493,-0.239265536723164,-0.0821256038647343,0.1256038647343,-0.0869565217391304,0.226473429951691,0.135265700483092,-0.0434782608695652,0.222222222222222,0.0448792270531402
"Red",0.081397530543468,-0.142857142857143,-0.00714285714285701,-0.0351016407741018,-0.00578592092574703,-0.166666666666667,-0.0528011566065988,0.0701179194380677,0.077526573184135,-0.150053022269353,-0.0247254165775362,-0.0579124579124579,-0.0909090909090909,-0.272727272727272,-0.272727272727273,0.0790909090909091,0.545454545454545,-0.909090909090909,0,-0.102727272727273
"Blue",0.123339832971561,0.251570531125071,0.253918495297806,0.11263509270582,0.297872340425532,0.228985507246377,-0.351617190961453,0.124588686049132,0.225795303500222,0.0894308943089434,0.125821887461232,0.00674662668665682,0,0.722222222222222,-0.111111111111111,0.212777777777778,-0.111111111111111,-0.777777777777778,0,0.0644444444444445
"Blue",-0.00828704330939806,-0.142393509127789,-0.661016949152542,-0.12568973315242,0.0528138528138525,0.193504273504274,-0.0546102982811844,-0.129257681218611,-0.0585876851699636,-0.277722277722278,0.113197983451148,-0.186790505675954,-0.0909090909090909,-2.31818181818182,-1.18181818181818,-0.0545454545454546,-0.113636363636364,-4.02272727272727,-0.727272727272727,0.0306818181818183
"Red",-0.0600381887615929,0.0939907550077042,0.105769230769231,-0.00111519107847141,0.428571428571429,0,-0.0878487387467689,-0.089216944801027,0.0627484624298066,-0.136168472704968,0.0251002763169623,0.119971264367816,0,0.428571428571429,0.142857142857143,0.152857142857143,0.142857142857143,-0.857142857142857,0,0.128571428571429
"Red",-0.0460023297680822,0.0747137781287012,0.0197671864704589,0.141795051353875,0.0587975973990191,0.234307359307359,0.195743782887444,-0.016383764659689,-0.0473336798077423,-0.0669459850494335,-0.148410103079701,0.187121670702179,0.236842105263158,-1.02631578947368,0.2,-0.450842105263158,0.2,1.1,0.1,0.310368421052632
"Blue",0.0455848131500046,-0.0366197183098592,0.161661661661662,0.098007872817033,-0.230769230769231,-0.0850202429149797,-0.199969214610384,0.0156515362863633,0.0985197142908883,-0.0955196426225201,0.101449500319495,0.0163004961020553,-0.761363636363636,0.170454545454545,0.0909090909090909,0.119545454545455,-0.5,0.0909090909090909,0,0.211818181818182
"Blue",0.127116063816831,-0.0358490566037736,0.104393520775773,-0.0587848297213623,0.0206993006993007,0.384105960264901,0.0546506942154816,0.173087922169117,-0.0113757922115984,-0.0139620050354772,-0.0432749020038832,0.0652546732978906,-0.620689655172414,3.18965517241379,0.508620689655172,0.346206896551724,-0.137931034482759,-1.81896551724138,-0.206896551724138,-0.158965517241379
"Blue",0.465853658536585,0.322033898305085,-0.166666666666667,-0.161616161616162,0.118421052631579,-1,0.000741289844329085,0.380059523809524,-0.133988139362491,0.358490566037736,0.133246849518162,0.142857142857143,1,-1.71428571428571,-0.142857142857143,-0.462857142857143,-0.142857142857143,-0.571428571428571,0,-0.214285714285714
"Red",-0.11064751122037,-0.166666666666667,-0.0636363636363636,-0.00397546326971171,-0.147357723577236,-0.183333333333333,0.0368338210516981,-0.137013353394771,-0.102470736898111,-0.00393811533052046,0.0656369158464131,-0.0898193760262727,0,-1.66666666666667,0,-0.505,0.444444444444444,-1.44444444444444,0.111111111111111,-0.148333333333333
"Red",0.0793650793650794,-0.0491228070175438,-0.153846153846154,-0.0666666666666667,0.0277777777777778,-0.733333333333333,0.22042822042822,0.143188405797101,-0.164268164268164,0,-0.0561600561600562,-0.25,0,-1.5,0,0.12,0.5,0,0,-0.33
"Blue",0.0839889850511408,0.157142857142857,-0.769230769230769,0.0994865211810013,0.0259259259259259,-0.28125,-0.304939367051168,0.00276548672566373,0.170955338657202,0.176282051282051,0.133984028393966,0.0480769230769231,0,-2.5,-0.5,-0.35,0,0.5,0,-0.3
"Blue",-0.0391955888354261,0.122465753424658,-0.138673253352152,-0.0136219041127016,0.00808854831843342,0.0721908349026993,-0.0832092089836823,-0.0238624199350707,0.00740678157035032,-0.00818713450292419,0.075802427413332,-0.120357820547573,0.347058823529412,-0.435294117647059,0.117647058823529,-0.384235294117647,0.176470588235294,-0.552941176470588,-0.1,-0.0823529411764706
